Temperature,Relative Humidity,Pressure
25.4,32.12,98.71
25.68,31.62,98.64
25.04,33.94,98.58
23.17,46.19,98.54
19.07,61.25,98.52
16.08,64.06,98.52
15.04,64.88,98.55
14.16,65.38,98.58
13.37,66.06,98.59
13.25,66.38,98.59
13.05,66.62,98.57
12.49,67.56,98.54
11.77,69,98.51
11.27,70.38,98.47
10.81,71.69,98.45
10.33,72.94,98.43
10,74.12,98.43
9.82,74.94,98.48
9.79,75.44,98.54
11.4,77.06,98.61
14.46,62.75,98.66
16.54,58.75,98.7
20.15,49.44,98.69
24.01,33.69,98.63
24.96,30.69,98.55
25.08,30.19,98.49
24.57,31.81,98.45
23.19,39.56,98.44
19.24,60.56,98.43
16.63,60.19,98.44
16.02,59.38,98.47
15.74,57.19,98.5
15.4,55.69,98.51
14.8,55.94,98.52
14.01,57.69,98.51
13.19,60,98.5
12.57,61.88,98.48
12.21,62.56,98.46
12.12,62,98.45
11.98,61.5,98.46
11.7,61.81,98.48
11.3,62.81,98.52
10.82,64.56,98.61
11.52,71.5,98.7
13.88,59.25,98.78
16.19,55.06,98.86
20.33,42.62,98.87
23.36,30.94,98.83
24.19,29,98.76
24.37,28.81,98.69
23.73,32.31,98.64
22.15,45.69,98.62
18.82,56.62,98.63
17.34,50.88,98.66
17.01,49.19,98.73
16.76,47.75,98.79
16.33,47.5,98.83
15.7,48.62,98.85
14.98,50.44,98.85
14.3,52.38,98.83
13.75,53.81,98.81
13.26,55.19,98.78
12.72,56.88,98.75
12.01,59.38,98.74
11.3,62.06,98.76
10.66,64.44,98.81
10.05,66.75,98.88
10.83,72.5,98.97
13.66,58.06,99.03
15.85,52.81,99.09
19.62,44.62,99.08
22.78,36.38,99.02
23.71,35,98.93
24.04,35.44,98.86
23.77,37.75,98.8
22.53,49.81,98.77
20.31,58.44,98.77
18.78,57.62,98.8
17.9,61,98.87
17.01,64.19,98.94
16.27,66.94,98.97
15.55,69.44,98.99
14.71,72.88,98.98
13.88,76.12,98.97
13.2,78.25,98.94
12.6,79.69,98.91
11.94,80.62,98.9
11.54,80.75,98.88
11.25,80.31,98.89
11.01,79.62,98.93
10.74,79.5,98.98
12.44,78.12,99.05
14.98,64.12,99.11
17.31,59.56,99.16
21.26,46.81,99.16
23.68,37.5,99.1
24.37,35.19,99.03
24.48,34.69,98.96
23.85,36.75,98.91
22.3,47.19,98.87
18.8,63.88,98.87
16.5,64.75,98.9
15.55,67.69,98.96
14.77,70.31,99.01
14.22,71.75,99.04
13.69,73.06,99.06
12.96,75.5,99.06
12.23,78,99.02
11.6,79.94,98.98
11.03,81.5,98.93
10.5,83,98.89
10,84.25,98.87
9.57,85,98.87
9.18,85.25,98.91
8.84,85.19,98.95
11.08,76.62,98.98
13.65,64.12,99.02
16.23,59.38,99.03
20.14,48.62,99.01
23.02,37.44,98.92
23.91,35.44,98.82
24.2,35.19,98.74
23.82,36.88,98.69
22.41,47.25,98.68
18.96,62.81,98.71
17.15,61.56,98.76
16.9,59.25,98.83
17.49,53.5,98.85
17.28,52.75,98.85
17.43,50,98.82
16.96,50.12,98.77
15.8,53.94,98.74
14.69,58.25,98.72
13.63,63.25,98.72
12.73,68.81,98.73
12.01,73.44,98.73
11.78,73.44,98.74
11.94,71.06,98.77
12.16,67.94,98.83
13.04,70.44,98.89
14.96,58,98.94
17.03,53.19,98.98
20.69,41.75,98.97
23.15,34.75,98.89
23.91,33.75,98.79
24.17,33.44,98.7
23.79,35.75,98.66
22.8,44,98.65
21.44,44.75,98.64
20.44,42.75,98.68
19.77,44.12,98.74
19.26,45.19,98.78
18.62,47.12,98.79
17.75,49.62,98.81
17.26,50.19,98.83
16.64,52.38,98.82
16,55.06,98.8
15.23,58.81,98.79
14.83,60.81,98.76
14.4,62.5,98.76
14.15,62.12,98.75
13.52,64.06,98.79
13.09,65.69,98.85
13.58,66.31,98.93
15.11,62.69,98.98
16.71,58.12,99.03
20.11,47.31,99.03
22.7,38.69,98.97
23.44,37.25,98.88
23.63,37.44,98.8
23.64,37.44,98.74
22.79,42.56,98.72
20.66,51.94,98.72
19.23,49.31,98.76
19.19,47.38,98.8
18.79,47.19,98.87
18.23,48.5,98.92
17.49,50.44,98.94
16.64,53.31,98.96
15.17,59.31,98.94
14.15,64.06,98.93
13.12,69.5,98.91
12.46,73.62,98.91
12.02,76.56,98.88
11.66,79.25,98.87
11.36,81.44,98.88
10.85,84.38,98.92
11.54,84.12,98.97
13.88,72.62,99.04
16.19,66,99.08
20.34,50.06,99.07
23.05,40.81,99
23.93,38.75,98.89
24.21,37.75,98.79
23.8,38.69,98.73
22.48,46.94,98.7
18.99,62.62,98.7
16.79,61.75,98.75
15.89,62.88,98.82
15.33,62.69,98.89
14.97,61.75,98.94
14.59,61,98.98
14.11,61,98.98
13.44,62.12,98.97
12.61,64.31,98.95
11.78,66.5,98.93
11.03,68.31,98.92
10.35,69.75,98.93
9.73,71.12,98.95
9.19,72.5,99.02
8.8,73.81,99.1
10.67,72.62,99.17
13.49,57.81,99.25
15.91,53.94,99.3
19.85,44.12,99.3
22.79,35.5,99.23
23.58,33.44,99.13
23.69,32.88,99.05
23.12,34.19,99
21.63,44.69,98.97
18.04,59.5,98.97
16.15,57.12,98.99
15.25,58.31,99.04
14.33,59.75,99.1
13.5,61.06,99.11
12.69,62.88,99.08
11.87,65.25,99.05
11.17,67.31,99.01
10.58,69,98.95
10.01,71,98.91
9.52,72.88,98.89
9.1,74.75,98.88
8.8,76.06,98.88
8.63,76.88,98.91
8.44,77.94,98.97
10.28,70.75,99.02
12.44,62.94,99.08
14.95,58.25,99.12
18.36,50.94,99.1
21.78,39.69,99.03
23.19,36.31,98.92
23.61,35.44,98.84
23.32,35.94,98.79
21.8,43.12,98.76
17.76,56.94,98.76
14.9,60.88,98.79
13.86,61.5,98.83
12.91,62.06,98.87
12.08,62.44,98.89
11.42,62.44,98.88
10.83,62.94,98.87
10.3,64.25,98.85
9.8,66.81,98.82
9.28,69.94,98.79
8.76,73.31,98.76
8.29,76.19,98.74
7.92,78.5,98.74
7.6,80.62,98.78
7.31,82.5,98.84
9.09,74.62,98.93
11.3,67.31,99
14.46,60.12,99.04
18.78,47.19,99.03
21.87,35.69,98.96
22.87,32.88,98.88
23.04,32.31,98.8
22.51,33.75,98.74
21.02,41.69,98.71
17.08,57.06,98.7
14.43,62.31,98.72
13.56,63.88,98.75
12.8,65.12,98.78
12.08,66.25,98.81
11.35,67.56,98.82
10.6,69.62,98.83
9.84,72.12,98.82
9.14,74.69,98.81
8.53,76.81,98.81
8.04,78.38,98.82
7.62,79.56,98.83
7.28,80.56,98.85
7.03,81.44,98.91
7,81.88,98.98
8.91,78.06,99.05
11.46,66.56,99.12
14.42,60,99.16
18.63,47.06,99.13
21.62,37.62,99.05
22.8,34.88,98.94
23.19,34.31,98.85
22.84,35.5,98.79
21.46,43.62,98.77
17.55,59.81,98.75
15.12,62.06,98.78
14.67,61.06,98.84
14.17,60.81,98.88
13.42,62.5,98.91
12.58,65.19,98.91
11.77,67.88,98.9
11.05,70.38,98.87
10.4,72.56,98.84
9.83,74.38,98.81
9.36,75.69,98.79
9.02,76.5,98.77
8.75,77.06,98.79
8.54,77.56,98.84
8.35,78,98.91
10.59,72.31,98.97
13.62,58.56,99.02
15.98,54.19,99.05
19.76,45.31,99.01
23.48,32.56,98.92
24.67,30.69,98.81
25.14,30.62,98.72
24.67,33.06,98.66
23.12,45.62,98.63
19.42,58.5,98.64
17.39,57.31,98.68
16.65,58.38,98.74
15.76,60.69,98.79
14.75,64.19,98.82
13.87,67.44,98.84
13.01,70.94,98.84
12.19,74.81,98.82
11.4,79.19,98.79
10.75,83.69,98.78
10.26,88,98.77
10.07,90.44,98.76
10.33,89.62,98.77
10.73,87.81,98.81
10.96,87.06,98.87
12.42,82.38,98.94
15.08,71.31,99
17.73,64.88,99.04
21.45,54.94,99.01
25.05,40.69,98.96
26.59,34.44,98.88
26.83,33.19,98.8
26.3,34.88,98.75
24.58,46.25,98.72
20.39,59.62,98.73
17.71,62.44,98.76
16.69,64.5,98.8
15.73,66.81,98.83
14.86,69.06,98.86
14.08,71.12,98.87
13.35,73,98.87
12.73,74.44,98.85
12.2,75.81,98.84
11.66,77.88,98.84
11.21,79.81,98.82
10.86,81.25,98.81
10.55,82.06,98.81
10.3,82.5,98.86
10.11,82.56,98.91
12.76,73.81,99
16.47,58.69,99.06
19.2,53.31,99.1
23.13,43.62,99.09
26.48,30.38,99.01
27.33,27.56,98.91
27.48,26.81,98.81
26.93,28.62,98.75
25.15,39.75,98.71
20.68,55.06,98.71
17.72,59.06,98.73
16.77,61.19,98.78
15.94,62.44,98.81
15.15,63.12,98.83
14.36,63.88,98.84
13.55,65.38,98.83
12.76,68.06,98.82
12.04,71.25,98.81
11.45,73.81,98.8
11.01,75.56,98.77
10.69,76.62,98.75
10.46,77.19,98.74
10.28,77.44,98.78
10.11,77.62,98.83
12.7,67.88,98.9
15.99,56.56,98.96
18.98,51.12,99
22.92,40.19,98.99
25.48,29.25,98.91
26.44,26.06,98.8
26.61,25.62,98.73
25.94,27.25,98.69
24.08,35.56,98.65
19.63,50.69,98.63
16.54,55.81,98.66
15.51,57.75,98.7
14.6,59.5,98.74
13.85,60.69,98.77
13.26,61.31,98.81
12.7,62.12,98.84
12.15,63.19,98.84
11.62,64.5,98.84
11.15,65.75,98.86
10.76,66.81,98.87
10.43,68,98.87
10.14,69.31,98.89
9.88,70.88,98.94
9.65,72.25,99
11.83,64.06,99.06
14.58,56.19,99.11
17.84,50.38,99.16
22.1,37.88,99.13
24.68,28.69,99.06
25.62,27.06,98.97
25.73,27.38,98.89
25.19,29.12,98.84
23.69,35,98.79
19.67,49.31,98.77
16.83,56.12,98.77
16.14,57.31,98.8
15.35,58.81,98.83
14.61,60.69,98.87
13.88,63.12,98.88
13.15,65.62,98.88
12.41,68.38,98.87
11.69,71.25,98.86
11.08,73.88,98.84
10.5,76.38,98.82
9.96,78.19,98.81
9.48,79.44,98.82
8.94,80.75,98.86
8.37,82,98.9
10.01,73.06,98.96
12.54,63,99.03
16.04,53.25,99.08
20.26,34.06,99.08
21.83,28.81,99.03
22.59,26.94,98.97
22.83,26.25,98.92
22.41,26.94,98.88
21.08,32.19,98.86
16.81,49.69,98.84
13.78,55.19,98.84
12.86,56.69,98.88
12.01,58.12,98.92
11.19,59.75,98.96
10.48,61.12,98.98
9.83,62.31,98.98
9.22,63.38,98.95
8.61,64.69,98.91
8.01,66.44,98.87
7.45,68.44,98.83
6.94,70.62,98.8
6.55,72.06,98.8
6.28,72.62,98.83
6.11,72.69,98.87
8.4,62.81,98.93
11.03,53.75,99
14.14,48.44,99.04
18.79,36.81,99.03
21.2,31,98.95
22.02,30.12,98.85
22.27,30.12,98.76
21.92,31.31,98.71
20.71,37.88,98.69
16.68,54.25,98.67
14.05,57.12,98.68
13.18,57.75,98.7
12.4,58.19,98.71
11.69,58.69,98.72
11.05,59.38,98.71
10.4,60.5,98.68
9.77,61.81,98.64
9.16,63.12,98.6
8.58,64.31,98.57
8.01,65.38,98.55
7.48,66.56,98.54
6.98,67.94,98.54
6.51,69.31,98.6
6.12,70.38,98.68
8.48,63.25,98.76
11.27,52.25,98.85
13.94,48.88,98.91
17.99,37.94,98.91
21.26,29.19,98.83
22.29,27.62,98.74
22.51,27.88,98.67
22.08,29.25,98.64
20.69,38.81,98.62
17.01,52.62,98.63
15.39,49.12,98.69
14.87,48.81,98.77
14.51,47.94,98.83
14.04,47.88,98.86
13.27,49.19,98.87
12.2,52,98.86
10.86,56.38,98.82
9.62,60.88,98.78
8.76,63.88,98.75
8.1,65.62,98.73
7.55,66.62,98.72
7.07,67.12,98.72
6.69,67.31,98.77
6.36,67.62,98.84
8.58,63.06,98.91
12.16,48.12,99
14.79,44.44,99.08
19.34,32.12,99.09
21.85,25.62,99.03
22.69,24.75,98.98
22.93,24.69,98.93
22.5,26.38,98.89
20.67,41.44,98.86
17.09,49.44,98.86
15.66,45.62,98.87
15.26,44.94,98.91
14.82,44.75,98.94
14.32,45.06,98.96
13.74,46,98.98
13.13,47.19,98.98
12.58,48.38,98.96
11.79,51.25,98.95
11.16,53.75,98.96
10.77,55,98.95
10.25,56.38,98.93
9.74,57.56,98.94
9.16,59.25,98.97
8.42,62.12,99.03
8.83,66.75,99.09
11.61,55.44,99.16
13.9,50.44,99.21
17.54,40.94,99.19
20.08,35.94,99.12
21.36,34.56,99.01
21.75,35.31,98.92
21.44,37.69,98.86
20.03,48.12,98.82
16.24,61.19,98.79
14.23,62.25,98.81
13.6,62.44,98.85
12.98,62.12,98.88
12.23,62.75,98.91
11.5,63.44,98.91
10.91,63.69,98.89
10.55,63.31,98.84
10.33,62.5,98.8
10.18,61.62,98.77
9.94,61.38,98.76
9.37,63,98.74
8.48,66.38,98.75
7.61,70.12,98.81
6.9,73.44,98.88
8.12,72.5,98.95
11.1,59.69,99.02
13.47,54.31,99.07
17.08,45.69,99.06
19.81,38.94,98.98
21.64,34.44,98.88
22.23,33.06,98.79
21.9,34.56,98.74
20.13,48.12,98.7
16.26,57.94,98.68
14.24,58.75,98.7
13.57,59.19,98.74
13.01,59.06,98.76
12.33,59.31,98.78
11.5,60.75,98.79
10.64,63.12,98.77
9.8,65.94,98.74
9.07,68.75,98.71
8.45,71.06,98.69
7.98,72.44,98.67
7.58,73.38,98.65
7.15,74.31,98.65
6.8,75.19,98.7
6.51,75.88,98.78
8.33,69.69,98.85
11.48,56.88,98.93
13.74,52.44,98.98
17.19,45,98.96
21.08,31.44,98.89
22.3,28.44,98.8
22.56,27.56,98.72
21.99,29.06,98.66
20.18,41.75,98.62
16.1,54.62,98.6
13.65,56.31,98.61
12.69,58.69,98.66
11.9,60.56,98.7
11.07,63,98.72
10.2,66.19,98.73
9.4,69.25,98.74
8.74,71.88,98.74
8.2,74,98.74
7.77,75.38,98.74
7.55,75.62,98.75
7.49,74.69,98.78
7.28,74,98.82
7.1,73.12,98.87
6.87,72.69,98.93
8.28,69.25,99
11.68,56.19,99.06
14.11,50.5,99.12
18.06,41.38,99.1
21.51,31.19,99.01
22.98,27,98.9
23.41,25.5,98.83
22.8,26.69,98.77
20.94,38,98.73
16.48,53.25,98.71
13.75,55.56,98.74
12.54,58.62,98.79
11.49,61.25,98.83
10.59,63.38,98.87
9.84,65.12,98.89
9.17,66.62,98.9
8.55,67.94,98.89
7.98,69.25,98.87
7.46,70.62,98.87
7.02,71.88,98.84
6.66,73,98.81
6.38,74.12,98.8
6.15,75.44,98.82
5.96,76.69,98.88
8.13,69.56,98.94
11.4,57.12,99
14.01,52.06,99.05
18.06,39.69,99.01
20.8,29.5,98.93
22.17,26.81,98.82
22.37,26.75,98.76
21.94,27.69,98.72
20.35,36.94,98.69
16.02,52,98.68
13.41,53.44,98.72
12.33,55.19,98.76
11.36,56.75,98.8
10.51,58.19,98.82
9.76,59.62,98.83
9.05,61.38,98.82
8.41,63.5,98.79
7.87,65.44,98.76
7.45,67.56,98.73
7.14,69.75,98.71
6.9,71.56,98.69
6.73,72.94,98.69
6.55,74.19,98.72
6.37,75.25,98.77
8.13,70.88,98.83
11.65,57.12,98.89
14.19,51.12,98.94
18.29,36.69,98.94
21.24,27.94,98.87
22.19,27.69,98.75
22.26,28.25,98.66
21.53,30.06,98.62
19.9,40.88,98.6
15.97,55.12,98.61
13.44,56.81,98.64
12.46,57.88,98.7
11.71,58.25,98.75
11.14,58.12,98.78
10.67,58.25,98.81
10.05,60.12,98.81
9.29,63.31,98.81
8.58,66.19,98.81
8.08,68,98.82
7.78,69,98.83
7.58,69.56,98.81
7.42,69.88,98.81
7.19,70.38,98.84
6.96,70.62,98.91
8.05,65.19,98.99
9.93,58.56,99.05
12.8,51.69,99.11
17.15,39.5,99.08
19.64,34.69,99
20.62,34.38,98.89
20.83,34.06,98.82
20.37,34.12,98.78
18.91,38.81,98.77
14.8,53.12,98.8
12.05,57.56,98.84
11.04,58.69,98.9
10.08,60.69,98.94
9.33,62.25,98.99
8.72,63.31,99.02
8.04,64.5,99.02
7.38,65.5,98.98
6.79,66.69,98.95
6.23,68.69,98.93
5.8,70.62,98.91
5.53,71.69,98.89
5.29,72.38,98.9
5.02,73.19,98.94
4.72,74.19,99
5.91,68.19,99.07
7.98,61.06,99.13
11.05,53.5,99.17
14.88,42,99.14
16.98,37.12,99.06
18.24,35.38,98.96
18.96,34.62,98.9
18.75,36,98.86
17.39,44.62,98.86
13.95,59.06,98.88
12.09,62.69,98.93
11.33,64.56,99.01
10.44,66.75,99.08
9.33,69.44,99.13
9.1,68.62,99.14
9.19,67.25,99.1
8.12,69.31,99.06
7.35,70.69,99.06
6.83,71.25,99.03
6.41,71.88,99.01
5.95,73.25,98.98
5.52,74.62,99
5.12,76,99.05
4.77,77.25,99.11
6.4,69.69,99.18
8.56,60.75,99.27
11.26,54.12,99.36
15.04,44.12,99.35
18.53,34.88,99.28
20.19,33.44,99.18
21.12,33.31,99.1
21,34.5,99.08
19.72,42.5,99.08
15.51,57.38,99.1
12.87,59.69,99.15
11.97,60.25,99.22
11.24,59.94,99.28
10.55,59.5,99.32
9.87,59.38,99.33
9.12,60.12,99.31
8.35,61.56,99.26
7.66,62.94,99.22
7.12,64,99.2
6.57,65.69,99.16
6.06,68,99.12
5.65,70.5,99.11
5.19,73.62,99.12
4.73,76.5,99.16
6.51,68.69,99.21
9.05,59.69,99.27
12.54,51.19,99.3
16.76,40.81,99.26
19.9,31.25,99.16
21.45,27.12,99.06
21.79,26.31,98.98
21.23,27.31,98.92
19.73,32.5,98.9
15.5,46.44,98.91
12.95,51.81,98.94
12.28,52.75,99.01
11.52,53.94,99.07
10.76,54.88,99.1
10.07,55.81,99.12
9.43,56.94,99.11
8.85,58.25,99.08
8.39,59.25,99.03
8,60.31,98.99
7.54,62.31,98.96
7.15,64.38,98.93
6.9,65.94,98.94
6.7,67.19,98.97
6.46,68.25,99.01
7.7,63.06,99.06
10.15,55.19,99.13
13.75,46.81,99.19
18.29,34.12,99.18
20.91,27.69,99.09
22.18,24.81,98.98
22.65,23,98.89
21.94,23.44,98.85
20.24,28.25,98.83
15.9,41.81,98.83
12.79,49.19,98.86
11.9,50.44,98.96
11.13,51.38,99.09
10.25,53.31,99.17
9.45,55.56,99.21
9.3,56.31,99.23
9.17,57.44,99.21
8.8,59.88,99.17
8.58,61.62,99.14
8.28,63.69,99.12
7.81,66.69,99.09
7.42,70.38,99.09
7.12,73.62,99.13
7.11,75.06,99.19
9.28,66.44,99.26
11.5,58.88,99.34
14.3,52.56,99.39
17.5,45.94,99.38
19.26,43.69,99.31
20.29,42.44,99.23
20.87,42.19,99.15
20.98,42.75,99.09
20.39,48.44,99.05
18.8,54.56,99.05
18.15,50.38,99.1
17.74,51.12,99.17
16.73,54.81,99.22
15.62,58.94,99.24
14.55,63.12,99.25
14.08,65.31,99.27
14.01,66,99.3
13.58,68.38,99.29
13.11,71.12,99.23
12.39,73.5,99.2
11.37,77.31,99.18
10.98,78.5,99.19
10.87,77.88,99.23
10.44,78.81,99.29
11.15,74.38,99.34
12.56,68.19,99.4
15.3,57.81,99.45
17.6,49.25,99.45
19.12,43.88,99.41
20.11,40.31,99.32
20.68,38.06,99.26
20.56,37.81,99.22
19.76,45.88,99.2
18.37,47.06,99.2
17.51,46.06,99.22
16.65,47.81,99.26
14.96,52.75,99.29
13.19,60.44,99.32
11.61,69.31,99.33
10.85,76.5,99.33
10.36,83.94,99.31
9.9,90.81,99.29
9.44,95.38,99.27
8.94,98.75,99.24
8.5,100,99.21
8.31,100,99.22
8.08,100,99.24
7.97,100,99.28
9.31,92.81,99.35
11.74,79.38,99.42
15.82,59.94,99.47
18.72,48.5,99.45
20.09,43.62,99.38
20.98,40.38,99.29
21.3,38.31,99.21
20.86,37.81,99.16
19.69,40.31,99.16
15.92,53.75,99.15
13.08,59.56,99.17
12.1,61.06,99.22
11.24,62.31,99.27
10.48,63.25,99.32
9.73,64.31,99.35
8.96,65.62,99.35
8.24,67.12,99.33
7.6,68.81,99.31
7.06,70.75,99.3
7.08,71.19,99.29
6.82,72.5,99.25
6.8,72.75,99.24
7.18,71.62,99.27
7.02,71.88,99.33
8.41,69.06,99.38
11.12,57.25,99.45
14.05,50.25,99.55
18.33,37.81,99.56
19.63,34.25,99.53
20.3,32.19,99.44
20.44,31.38,99.38
19.9,31.88,99.33
18.94,37.81,99.3
16.74,47.25,99.29
14.8,47.44,99.32
13.68,50.06,99.36
13,51.25,99.4
12.62,51.62,99.44
12.09,53.38,99.47
11.19,57.06,99.48
10.15,61.81,99.47
9.33,66,99.46
8.8,69.25,99.43
8.37,71.88,99.39
8.09,73.75,99.34
7.83,75.38,99.32
7.19,78.75,99.37
6.05,84.5,99.47
6.97,79.69,99.55
9.81,65.69,99.62
12.32,57.5,99.66
16.72,41.38,99.65
18.69,36.06,99.58
19.51,33.81,99.5
19.7,32.62,99.44
19.3,32.69,99.39
18.23,36.25,99.37
14.68,52.25,99.39
12.38,52.56,99.44
11.35,54.38,99.54
10.62,55.12,99.6
9.94,55.94,99.64
9.25,56.94,99.64
8.44,58.88,99.61
7.57,61.94,99.58
6.9,64.31,99.52
6.18,67.12,99.46
5.56,69.5,99.43
5.09,71,99.39
4.68,72,99.38
4.31,72.5,99.41
3.94,72.94,99.49
6.08,65,99.57
8.85,53.31,99.66
11.7,47.19,99.73
16.62,34.56,99.72
18.35,32.88,99.64
18.98,32.62,99.52
19.06,32.56,99.46
18.33,33.75,99.4
17.05,37.5,99.4
13.23,52.62,99.44
10.38,58.12,99.49
9.36,58.44,99.55
8.36,58.69,99.61
7.37,59.56,99.62
6.49,60.94,99.62
5.64,63.12,99.6
4.88,65.62,99.56
4.23,68.19,99.52
3.65,70.56,99.48
3.22,71.94,99.46
2.92,72.38,99.45
2.67,72.5,99.46
2.41,72.94,99.51
2.19,73.75,99.59
4.13,65.25,99.66
6.51,57.44,99.7
9.82,49.75,99.72
13.76,40.06,99.69
16.16,36.75,99.62
17.54,35.44,99.54
18.12,35.19,99.49
18.03,36.06,99.46
17.14,39.56,99.45
13.3,56.19,99.46
10.55,59.88,99.49
9.52,62.19,99.53
8.63,64.56,99.57
7.8,66.69,99.6
7.01,68.19,99.62
6.28,69.31,99.62
5.56,70.69,99.61
4.88,72.31,99.6
4.28,73.81,99.58
3.72,75.25,99.54
3.15,76.94,99.51
2.59,79.06,99.51
2.06,81.44,99.56
1.6,83.62,99.65
3.81,72.12,99.75
6.11,63,99.84
9.23,54.25,99.88
13.04,42.31,99.87
15.51,36.62,99.81
17.06,33.69,99.72
17.83,32.56,99.63
17.83,32.81,99.57
16.82,36.94,99.57
12.73,54.5,99.59
10.1,57.06,99.64
9.11,59,99.7
8.27,60.88,99.76
7.5,62.25,99.8
6.9,62.5,99.79
6.3,62.69,99.76
5.41,64.56,99.73
4.4,67.25,99.72
3.55,69.19,99.69
2.89,70.25,99.64
2.32,71.06,99.62
1.86,71.44,99.62
1.48,71.44,99.67
1.16,71.38,99.74
3.83,60.75,99.8
6.69,50.06,99.87
9.74,44.12,99.93
13.47,33.88,99.91
15.64,30.12,99.84
16.93,28.56,99.76
17.47,28.31,99.69
17.3,29,99.65
16.22,34,99.64
12.59,51.31,99.65
10.48,53.69,99.69
8.62,56,99.74
7.62,57.12,99.78
7.13,57.12,99.78
6.56,56.94,99.76
6.11,56.12,99.72
5.45,57.12,99.65
4.48,60.44,99.62
3.74,62.44,99.61
3.05,63.5,99.57
2.74,63.44,99.54
3.2,62.12,99.52
2.94,62.44,99.54
2.15,63.56,99.57
4.53,57,99.6
7.73,44.06,99.65
10.93,38.88,99.69
15.05,31,99.65
17.83,26.5,99.56
19.49,24.19,99.46
20.31,23.25,99.38
20.16,23.75,99.33
18.76,31.25,99.31
14.28,47.31,99.33
11.47,49.94,99.39
10.48,51.56,99.45
9.62,52.94,99.48
8.99,53.88,99.48
8.29,55.19,99.44
7.58,56.69,99.38
7.04,57.75,99.32
6.58,58.81,99.26
6.16,59.94,99.21
5.81,61.12,99.16
5.48,62.62,99.13
5.15,64.25,99.13
4.88,65.88,99.17
4.69,67.12,99.21
6.76,59.25,99.26
9.33,51.62,99.31
12.86,44.44,99.36
17.33,34,99.34
20.3,26.69,99.26
22.08,23.56,99.17
22.74,23,99.09
22.47,24.56,99.05
20.75,37,99.04
16.88,47.25,99.05
14.86,45.19,99.09
13.59,47.62,99.18
12.41,49.94,99.25
11.81,51.31,99.29
11.37,52.31,99.32
10.9,53.56,99.32
10.26,55.56,99.29
9.48,58.56,99.26
8.6,62.56,99.24
8.02,67.06,99.21
7.48,72.19,99.2
7.22,75.69,99.21
6.76,78.5,99.28
6.33,79.06,99.34
8.5,68.25,99.4
11.53,55.31,99.48
14.44,48.12,99.54
19.01,35.25,99.53
21.93,26.5,99.46
22.73,23.94,99.36
22.21,23.69,99.29
21.33,25.69,99.26
19.51,37.69,99.23
16.26,47.69,99.24
13.33,48.19,99.28
12.41,48.94,99.35
12.03,48.19,99.37
12.3,48.5,99.34
11.79,51.56,99.35
10.66,54.12,99.36
10.3,56.06,99.34
10.05,57.44,99.32
9.73,59,99.3
9.19,60.81,99.27
8.35,63.12,99.23
7.31,66.31,99.21
6.66,69,99.24
6.33,71,99.29
8.9,62.38,99.34
11.58,53.88,99.41
14.72,46.06,99.47
18.36,33,99.42
19.92,31.44,99.33
21.11,30.69,99.21
21.69,31.25,99.12
21.48,32.94,99.06
20.4,37.44,99.02
16.51,52.62,99.02
13.58,59.12,99.06
12.67,61.62,99.11
11.83,64.31,99.13
11.06,67.25,99.13
10.33,70.69,99.12
9.73,73.94,99.1
9,78.25,99.05
8.42,82.38,99.02
7.82,87.06,98.97
7.26,91.56,98.91
8.16,87.06,98.83
8.32,86.75,98.78
7.55,91.5,98.8
7.34,92.88,98.86
9.33,81.88,98.92
12.02,69.44,98.98
14.65,60.81,99.01
19.26,44,98.96
21.57,36.25,98.84
22.31,33.62,98.72
22.44,32.69,98.62
21.57,34.75,98.58
20.34,44.62,98.57
18.75,46.88,98.58
16.23,52.5,98.63
14.05,58.62,98.71
12.77,62.62,98.77
12.15,64.88,98.82
12.01,65.56,98.83
12.06,66.19,98.85
11.67,69.19,98.82
11.26,72.06,98.78
10.88,74.62,98.75
10.51,77,98.71
10.11,79.19,98.66
9.76,81.06,98.65
9.58,82.38,98.67
9.62,83.5,98.72
10.83,83.38,98.78
11.95,77.44,98.82
13.65,74.25,98.85
17.16,57.19,98.82
19.65,46.25,98.72
20.84,43.19,98.6
21.37,42.38,98.49
21.35,43.56,98.43
20.43,49.25,98.4
17.19,65.75,98.4
15.03,70.12,98.43
14.24,74.06,98.49
13.61,77.62,98.53
13.45,79,98.57
13.09,80.31,98.58
12.77,81.62,98.58
12.45,83.25,98.55
12.22,84.81,98.53
11.97,86.5,98.52
11.5,89,98.5
10.98,91.75,98.49
10.58,93.69,98.5
10.48,94.38,98.55
10.44,95.12,98.62
11.94,88.56,98.68
13.99,81.62,98.77
17.53,67.75,98.85
20.23,57.94,98.85
21.46,54.25,98.79
22.03,52.56,98.7
22.07,52.44,98.63
21.82,53.19,98.61
21.09,55.94,98.6
19.11,65.94,98.62
18.03,68.12,98.66
17.54,70.44,98.73
17.14,72.62,98.8
16.78,74.38,98.85
16.27,75.69,98.87
16.11,76.12,98.88
15.73,77.62,98.86
14.98,81.12,98.84
13.74,87.06,98.83
12.87,90,98.8
11.99,91.62,98.79
11.01,92.38,98.83
9.73,93,98.9
8.62,90.94,98.99
8.8,82,99.06
10.54,69.25,99.13
14.07,51.44,99.19
17.98,36.75,99.19
19.74,34.31,99.12
20.4,33.19,99.01
20.42,32,98.93
19.63,31.38,98.89
18.3,32.06,98.87
14.84,43.5,98.89
